text,label
"In visual physiology, adaptation is the ability of the eyes to change their response to a changed visual environment. It is a physiological process that underlies the detection and interpretation of images by the brain.

Adaptation is an important process in vision because it enables us to detect objects and scenes that are changing rapidly, such as when we are moving or when something new is happening. Our eyes usually adapt quickly to changes in our environment, but sometimes they can't adapt fast enough or they adapt in the wrong way. This can lead to problems with our vision, like when we can't see in low light or when we get headaches from viewing bright lights.

There are two main types of adaptation: positive and negative. Positive adaptation occurs when the eyes become more sensitive to light, and negative adaptation occurs when the eyes become less sensitive to light.",1
"Marc Joseph Habscheid (born March 1, 1963) is a Canadian ice hockey coach and former National Hockey League player. Habscheid is the current head coach of the Prince Albert Raiders of the Western Hockey League. He was drafted in the sixth round, 113th Overall in the 1981 NHL Entry Draft by the Edmonton Oilers. He played 345 games in the NHL over parts of 10 seasons, amassing 72 goals and 163 points. Playing career
Born in Wymark, Saskatchewan, Habscheid's parents were both born in Luxembourg before moving to Canada. Habscheid played three seasons with the Western Hockey League's Saskatoon Blades before turning pro. This included the 1981–82 campaign where Habscheid had 151 points, second only to Bruce Eakin in team scoring. He also played in the 1982 World Junior Hockey Championship, leading Canada to its first ever gold medal at the tournament. That season he played 7 games with the Oilers, scoring 4 points. He played 4 more seasons with the Oilers, before he was suspended by the team for refusing to report to the AHL's Nova Scotia Voyageurs and subsequently dealt to Minnesota in December 1985. Habscheid played 7 more NHL seasons with Minnesota, Detroit, and Calgary. He also represented Canada internationally twice, at the 1988 Winter Olympics and the 1992 World Championships. Habscheid went on to play 5 more seasons of hockey (2 in Switzerland, 2 with the IHL's Las Vegas Thunder, and one final season in 1995–96 with the DEL's Augsburger Panther). He retired officially in 1996.",0
"Marc Joseph Habscheid (born March 1, 1963) is a Swiss professional ice hockey coach and former player who is currently an assistant coach for the HC Davos of the National League A (NLA). Habscheid played in the National Hockey League (NHL) for 14 seasons with the St. Louis Blues, Calgary Flames, and New York Islanders.

Habscheid was drafted by the Blues in the third round, 74th overall, of the 1982 NHL Entry Draft. He played parts of four seasons with the Blues before being traded to Calgary on March 9, 1986. He spent three seasons with Calgary before being traded to the Islanders on October 5, 1989. Habscheid played six seasons with the Islanders before retiring after the 1993–94 season. He finished his NHL career with 266 points (136 goals and 150 assists) and 857 penalty minutes in 437 games.

Habscheid began his coaching career as an assistant coach with HC Davos of the NLA in 2004. He was promoted to head coach of Davos in 2009 and led them to two NLA championships in his three seasons as head coach. He was named assistant coach of Switzerland's national team in 2011 and served in that role until 2015 when he was named head coach of Switzerland's Olympic team.",1
"Brigadier Terence Esmond Maxwell Battersby (29 October 1893 – 10 January 1972) was an English cricketer and British Army officer.  Battersby was a left-handed batsman.  He was born in Meerut, then in the British Raj, before moving back to England where he was educated at Marlborough College.  There he played for the college cricket team. Battersby represented Suffolk in the 1913 Minor Counties Championship, playing a single match against Lincolnshire. Battersby was mentioned in the London Gazette in February 1914 as having graduated from the Royal Military College with the rank of 2nd Lieutenant. After graduating he joined the Prince of Wales's Leinster Regiment who he served in the First World War within the regiments 1st Battalion. He was once again mentioned in a supplement to the Gazette in 1920, detailing his special appointment to Vice Captain while still serving in the Prince of Wales's Leinster Regiment.",0
"Brigadier Terence Esmond Maxwell Battersby (29 October 1924 – 3 May 2002) was a British army officer and Conservative politician.

Battersby was born in Liverpool, Lancashire, the son of James Maxwell Battersby, a railway clerk, and his wife, Alice. After attending the local secondary school, he served in the Royal Air Force during World War II. He was commissioned into the Royal Welch Fusiliers in 1943 and fought in Normandy and Belgium. He was appointed an Officer of the Order of the British Empire (OBE) in 1945.

After the war, Battersby attended Hertford College, Oxford, where he read law. He was called to the Bar at Gray's Inn in 1949 and began practising in Liverpool. In 1955, he married Sylvia Margaret Oliver; they had one son and two daughters.

Battersby returned to active service in the British Army in 1957, serving as a captain in the 4th Queen's Own Hussars. He became involved in Conservative politics and was elected as MP for Liverpool Lime Street at the 1959 general election. He held the seat until his retirement at the 1987 general election. He served as Parliamentary Secretary to Defence from 1970 to 1972 and as Secretary of State for Social Services from 1974 to 1976.

Battersby died at his home in Liverpool aged 78.",1
"In combat sports such as boxing, an orthodox stance is one in which the boxer places their left foot farther in front of the right foot, thus having their weaker side closer to the opponent. Because it favors the stronger, dominant side—often the right side, see laterality—the orthodox stance is the most common stance in boxing and MMA. It is mostly used by right-handed boxers. Many boxing champions have fought in an orthodox stance. Alternative stances
The corresponding designation for a left-handed boxer is southpaw and is generally a mirror image of the orthodox stance. A southpaw boxer guards and jabs with their right hand. Some famous boxers who use southpaw are Marvelous Marvin Hagler,   Victor Ortiz, Sultan Ibragimov, Naseem Hamed, Joe Calzaghe, Manny Pacquiao, and Lucian Bute. Francisco Palacios, Andre Ward, and Terence Crawford normally fight as orthodox, but occasionally switch to a southpaw stance to confuse their opponents. Hagler was the opposite, normally fighting southpaw but able to switch to orthodox. Some fighters who are naturally left-handed fight in the orthodox stance with the advantage of a fast, hard jab and left hook, including Oscar De La Hoya, Sonny Liston, Miguel Angel Cotto, Gerry Cooney, and Marco Antonio Barrera. Likewise, Vasiliy Lomachenko is a naturally right-handed fighter who stands in the southpaw stance, as the same with Shakur Stevenson.",0
"In combat sports such as boxing, an orthodox stance is a standing position with the feet slightly wider than shoulder-width, the weight shifted towards the ball of the foot, and the hands held close to the body.

The orthodox stance is considered to be one of the most effective stances in boxing. It allows a boxer to cover more ground with their footwork, and also keep their opponent at a distance by preventing them from landing clean punches.",1
"Alonso de Ojeda  (; c. 1466 – c. 1515) was a Spanish explorer, governor and conquistador. He travelled through modern-day Guyana, Venezuela, Trinidad, Tobago, Curaçao, Aruba and Colombia. He navigated with Amerigo Vespucci who is famous for having named Venezuela, which he explored during his first two expeditions, for having been the first European to visit Guyana, Curaçao, Colombia, and  Lake Maracaibo, and later for founding Santa Cruz (La Guairita). Early life 
Alonso de Ojeda was born in Torrejoncillo del Rey, New Castile around 1466. His father, Rodrigo de Huete, was a minor noble who fought for Isabel in 1474 during the War of the Castilian Succession. Isabel was grateful for his support and put his son, Alonso, under her protection. In his youth, Alonso served the Duke of Medinaceli, Luis de la Cerda. In service to the duke, he distinguished himself in the conquest of Granada with his military abilities, his skill as a swordsman and his bravery.",0
"Alonso de Ojeda  (; c. 1466 – c. 1524) was a Spanish conquistador, who led the first expedition of Europeans to reach America by land since the Discovery of America. He is considered the first European explorer of the Americas.

Ojeda was born in Palencia, Spain circa 1466. He participated in the 1492 voyage of Christopher Columbus, and in 1500 he joined the second voyage of Columbus as a sailor. After reaching Hispaniola, he took part in the conquest of Puerto Rico and Cuba. He also served as governor of Santo Domingo, where he founded the city of Santo Domingo de Guzmán on the north coast of Hispaniola. In 1502 Ojeda returned to Spain with a wealth of new knowledge about America and the Caribbean Sea.

In 1508 he sailed again for America, this time as a member of Ferdinand Magellan's expedition to circumnavigate the globe. After enduring terrible seasickness and two disastrous shipwreck encounters, Magellan gave up his quest and Ojeda became the captain of the only remaining ship, which he led back to Spain in 1519. Along the way, he discovered Guam and claimed it for Spain. Ojeda was later accused of killing a Portuguese explorer who had been exploring the island for Spain; however, he was never convicted of murder. 

Ojeda died in Cádiz or Seville around 1524, aged about 66 years old.",1
"Anna Rezan (; born 12 December 1992) is an actress, model, musician, and filmmaker. Rezan began her career in her early teens by appearing in Greek films and television series, most notably co-starring in the 2008 TV drama Farewell Anatolia and starring in the 2010 comedy film ShowBitch that premiered at the Thessaloniki International Film Festival. Her first international feature film role was in La commedia di Amos Poe, a new translation of Dante's Divine Comedy by Amos Poe starring Roberto Benigni that premiered in the 2010 Venice Film Festival.  She made her catwalk debut as a high fashion model in New York Fashion Week in 2014. Her debut song ""Let there be rain"" was released internationally in 2011. And in 2016, her song Let there be Love was released internationally by Universal Music Group. In 2017, she co-starred in Dance Fight Love Die - With Mikis Theodorakis on the Road, by Asteris Koutoulas and premiered in Hof International Film Festival. Rezan's directorial debut, My People, is a historical feature documentary film, produced by her and two Academy Award winners Mitchell Block and Kim Magnusson that was completed in 2021.",0
"Anna Rezan (; born 12 December 1992) is a Swiss professional tennis player.

Rezan has a career high WTA singles ranking of No. 167, achieved on 18 February 2018. She also has a career high WTA doubles ranking of No. 543, achieved on 23 February 2018. Rezan has won one singles title, one doubles title and three mixed doubles titles on the ITF Women's Circuit.

In 2015, Rezan won her first WTA tour title at the Copa BNP Paribas Open in Indian Wells, California, defeating Madison Keys in the final.

Rezan was born in Zürich to a Serbian father and Swiss mother. She started playing tennis at the age of six, and attended the Tennis Club de Genève. Rezan played collegiate tennis for Stanford University in the United States from 2012 to 2014 before turning professional.",1
"Marybeth Yuen Maul (March 26, 1925 – April 23, 2010) was the first Asian-American female magistrate in Hawaii. She also served as a Molokai District Court judge for the County of Maui. Maul passed away on April 23, 2010 in Eugene, Oregon at 85 years old. Personal life 
Maul was born in Honolulu on March 26, 1925, to Yun Kee Yuen and Lin Tai (Chock) Yuen. She had three siblings: Lilyan, Jane, and  John (""Sonny""). Her father, Yun Kee Yuen worked for the Libby pineapple company as an office clerk and bookkeeper. Maul's family often spent summers in Moloka'i.  Maul's parents sent her and her siblings to stay with David Beckwith, the cousin of a family friend, in Wisconsin during World War II in order to protect them. Marybeth would later return to Moloka'i to practice law and to help her father in the 1950s. Maul and her family started the first Chinese restaurant on Moloka'i called Hop Inn in 1963. She also cofounded the Molokai Humane Society, volunteered with the Girl Scouts, and served on the State Advisory Committee to the Department of Education on Title IV.",0
"Marybeth Yuen Maul (March 26, 1925 – January 3, 1990) was an American actress, singer and dancer. She is best known for her roles as Dot Matrix in the sci-fi TV series ""The Invaders"" (1958–1959) and as the voice of Belle in the Disney animated feature film ""Beauty and the Beast"" (1991).

Maul was born in San Francisco, California, to Chinese immigrant parents. She began her career as a dancer and singer in nightclubs before making her television debut in the series ""The Invaders"" in 1958. She continued to work extensively in television and film throughout the 1960s and 1970s, appearing in such popular series as ""The Virginian"" (1962), ""The Wild Wild West"" (1965), ""The Streets of San Francisco"" (1968), ""Adam-12"" (1975), ""Murder, She Wrote"" (1984–1996), and ""ER"" (1994).

Maul's voice acting career began with her performance as Belle in the Disney animated feature film ""Beauty and the Beast"" (1991). She reprised her role in the direct-to-video sequel """" (1997) and reprised her role once more for the 2017 live action remake of the film. Maul also appeared in a number of other films and television programs throughout her career, including roles in ""My Cousin Vinny"" (1992), ""Nixon's Watergate"" (1995), and ""JAG"" (1997). She died from cancer",1
"The Blackest Beautiful is the third studio album by American rock band Letlive. It was released by Epitaph Records on July 9, 2013. Recorded between June 2012 and January 2013, the album used four drum sessions, and went through ten recording engineers before settling on Stephen George. The drums were recorded with session musician Christopher Crandall, in the absence of the band having a permanent drummer at the time. The album incorporated a variety of music styles based on its members, including punk rock, funk, and soul; it was mastered and mixed to have a ""more human"" and ""organic"" sound. Although the album was not expected to sell well because it was streamed for free prior to release, it still debuted in the United States at number 74 on the Billboard 200 and number six on the Hard Rock Albums chart, with nearly five thousand copies sold. The band toured the United Kingdom and Ireland to support the album, and joined other bands on tours across the United States. Critics welcomed the album, praising its crisp production and forward-thinking sound within post-hardcore, with Metacritic giving an aggregate rating of ""universal acclaim"".",0
"The Blackest Beautiful is the third studio album by American rapper and songwriter A$AP Rocky. It was released on September 18, 2016, by ASAP Worldwide and Def Jam Recordings. The album features guest appearances from ScHoolboy Q, 2 Chainz, Future, and Pharrell Williams.

The Blackest Beautiful is a dark and introspective album that explores the themes of addiction, depression, and self-destruction. The album was produced by Rocky himself alongside several other producers including Cardo, Harry Fraud, and Mike Dean. The album has been met with generally positive reviews from music critics who praised its production and A$AP Rocky's lyrical content.

A$AP Rocky released his first album Long.Live.A$AP in 2013 to critical acclaim and commercial success. His second album AT.LAS.RiP was a more experimental release that saw him branching out into different genres of music including funk, soul, and rock. The Blackest Beautiful is A$AP Rocky's third studio album and his first since being sentenced to eight months in prison for felony assault in 2015.",1
"In computing, the Windows Driver Model  (WDM) also known at one point as the Win32 Driver Model is a framework for device drivers that was introduced with Windows 98 and Windows 2000 to replace VxD, which was used on older versions of Windows such as Windows 95 and Windows 3.1, as well as the Windows NT Driver Model. Overview
WDM drivers are layered in a stack and communicate with each other via I/O request packets (IRPs). The Microsoft Windows Driver Model unified driver models for the Windows 9x and Windows NT product lines by standardizing requirements and reducing the amount of code that needed to be written. WDM drivers will not run on operating systems earlier than Windows 98 or Windows 2000, such as Windows 95 (before the OSR2 update that sideloads the WDM model), Windows NT 4.0 and Windows 3.1. By conforming to WDM, drivers can be binary compatible and source-compatible across Windows 98, Windows 98 Second Edition, Windows Me, Windows 2000, Windows XP, Windows Server 2003 and Windows Vista (for backwards compatibility) on x86-based computers. WDM drivers are designed to be forward-compatible so that a WDM driver can run on a version of Windows newer than what the driver was initially written for, but doing that would mean that the driver cannot take advantage of any new features introduced with the new version. WDM is generally not backward-compatible, that is, a WDM driver is not guaranteed to run on any older version of Windows.  For example, Windows XP can use a driver written for Windows 2000 but will not make use of any of the new WDM features that were introduced in Windows XP. However, a driver written for Windows XP may or may not load on Windows 2000.",0
"In computing, the Windows Driver Model  (WDM) is the software architecture for drivers for the Windows operating system. It was first introduced with Windows 95 and has been refined since then. The WDM is a model-based system that sets out how different types of drivers interact with the operating system.

The WDM allows drivers to be written in a standard, modular fashion, which makes it easier for developers to create and maintain drivers. The WDM also allows drivers to access common functions and resources across all versions of Windows, making them more reliable.",1
"Chipknip (a portmanteau of chip card and knip, Dutch for purse) was a stored-value payment card system used in the Netherlands. Based on the Belgian Proton system, it was started by Interpay on October 26, 1995 as a pilot project in the city of Arnhem and a year later rolled out countrywide. Chipknip was taken over by Currence due to a restructuring on May 17, 2005 who managed it with their licensees until its discontinuation on January 1, 2015. The Chipknip was primarily used for small retail transactions, as the card could contain a maximum value of 500 euros. The money needs to be transferred from a card holders main bank account using a loading station who were generally located next to ATMs.  In 1996, The Postbank left the Chipknip project and started the Chipper project with other organisations such as PTT Telecom to compete with the Chipknip until 2001, when it merged into the Chipknip system.",0
"Chipknip (a portmanteau of chip card and scissors) is a software for personal identification and authentication. It allows users to create, sign, and send digital certificates. Chipknip also supports secure remote access using Web-based user management and identity management services.

Chipknip was founded in 2007 by CEO Zeeshan Haider, CTO Mohsin Hassan, and VP of Engineering Sameen Rafique. The company has offices in the United States, Canada, and the United Kingdom.

Chipknip's product suite includes Chipknip Server, Chipknip Client, and Chipknip SDK. The Chipknip Server is a centralized identity management server that stores user profiles, certificates, and passwords. The Chipknip Client is a desktop application that enables users to create, sign, and send digital certificates. The Chipknip SDK enables developers to build applications that interact with the Chipknip Server and Client.",1
"Varioonops is a genus of goblin spiders that was first described by A. Bolzern & Norman I. Platnick in 2013. Species
 it contains twenty-three species, found in Colombia, Venezuela, Panama, and Costa Rica:
Varioonops cafista Bolzern & Platnick, 2013 (type) – Costa Rica
Varioonops cerrado Bolzern & Platnick, 2013 – Panama
Varioonops chordio Bolzern & Platnick, 2013 – Venezuela
Varioonops edvardi Bolzern & Platnick, 2013 – Colombia
Varioonops funator Bolzern & Platnick, 2013 – Panama
Varioonops girven Bolzern & Platnick, 2013 – Costa Rica
Varioonops grancho Bolzern & Platnick, 2013 – Venezuela
Varioonops heredia Bolzern & Platnick, 2013 – Costa Rica
Varioonops montesta Bolzern & Platnick, 2013 – Costa Rica
Varioonops parlata Bolzern & Platnick, 2013 – Venezuela
Varioonops pittieri Bolzern & Platnick, 2013 – Venezuela
Varioonops poas Bolzern & Platnick, 2013 – Costa Rica
Varioonops potaguo Bolzern & Platnick, 2013 – Venezuela
Varioonops ramila Bolzern & Platnick, 2013 – Costa Rica, Panama
Varioonops sansidro Bolzern & Platnick, 2013 – Costa Rica, Panama
Varioonops sinesama Bolzern & Platnick, 2013 – Colombia
Varioonops spatharum Bolzern & Platnick, 2013 – Costa Rica
Varioonops tortuguero Bolzern & Platnick, 2013 – Costa Rica
Varioonops trujillo Bolzern & Platnick, 2013 – Venezuela
Varioonops varablanca Bolzern & Platnick, 2013 – Costa Rica
Varioonops velsala Bolzern & Platnick, 2013 – Costa Rica
Varioonops veragua Bolzern & Platnick, 2013 – Costa Rica
Varioonops yacambu Bolzern & Platnick, 2013 – Venezuela",0
"Varioonops is a genus of goblin spiders in the family Oonopidae. It was first described in 1906 by Simon.

There are about 10 described species in Varioonops. They are found in the eastern and southeastern United States, and in Central America. Some of the species are found as far north as New Brunswick, Canada.

Varioonops is a small genus, with most of the described species measuring only 3-4 millimetres in body length. They are usually black or dark brown, but can be light or dark green or purple. They have long legs and a long, slender body.

The genus is mostly known for its peculiar spinnerets, which are composed of several hundred separate segments. These spinnerets can be moved independently of each other, allowing the spiders to create extremely fine spiderwebs.",1
"Populism in Canada involves the phenomenon of populist political ideology in Canada. Populism has been a particularly strong phenomenon in Western Canada and in Quebec as promoted by the provincial Social Credit parties in the West and in Quebec and by the Social Credit Party of Canada and by the Reform Party of Canada.
John Richards (1981) sees elements of populism in the following political movements:  the Liberal Party under Mackenzie (leader from 1873 to 1880) and Laurier (leader from 1887 to 1919)
 Pattulo's British Columbia Liberal Party during the 1930s
 Liberal Party of Ontario under Mitchell Hepburn (leader from  1930 to 1942)
 the many socialist and labour parties leading up to the 1932 founding of the CCF
 the Manitoba Liberal-Progressive Party
 the Union Nationale in Quebec under Maurice Duplessis  (leader from 1935 to 1959)
 the early Diefenbaker Tory party
 the federal NDP under Tommy Douglas (leader from 1961 to 1971)
 to some extent, the Liberal Party of P. E. Trudeau (leader from 1968 to 1984)",0
"Populism in Canada involves the phenomenon of a political movement or party that appeals to the people in contrast to the elites or establishment. Populism can be manifested in a number of ways, including using populist rhetoric and policies, promoting populist causes, and mobilizing populist support.

Populism has been on the rise in Canada in recent years, as various political movements and parties have adopted populist rhetoric and policies in an attempt to win over the public. The rise of populism in Canada has been particularly pronounced among the far right, which has seen a surge in popularity since the 2016 U.S. presidential election.

Despite its prevalence, there is little understanding of populism in Canada. This article provides an overview of populism in Canada, its history and current trends. Additionally, this article discusses the relationship between populism and democracy, as well as the implications of populism for Canadian politics.",1
"British jazz is a form of music derived from American jazz. It reached Britain through recordings and performers who visited the country while it was a relatively new genre, soon after the end of World War I. Jazz began to be played by British musicians from the 1930s and on a widespread basis in the 1940s, often within dance bands. From the late 1940s, British ""modern jazz"", highly influenced by American Dixieland jazz and bebop, began to emerge and was led by figures such as Kenny Ball, Chris Barber, John Keating, John Dankworth, Tony Crombie and Ronnie Scott, while Ken Colyer, George Webb and Humphrey Lyttelton emphasised New Orleans, Trad jazz. From the 1960s British jazz began to develop more individual characteristics and absorb a variety of influences, including British blues, as well as European and World music influences. A number of British musicians have gained international reputations, although this form of music has remained a minority interest within the UK itself. History",0
"British jazz is a form of music that originated in the United Kingdom. It typically comprises jazz music with a British or Commonwealth influence, and can include elements of rhythm and blues, soul, funk, and pop.

British jazz has been influenced by a number of prominent American jazz musicians, including Dizzy Gillespie, Miles Davis, and Thelonious Monk. Some of the most well-known British jazz musicians include John Coltrane, McCoy Tyner, and Ronnie Scott.",1
"Frank Wakeley Gunsaulus (January 1, 1856 – March 17, 1921) was a noted preacher, educator, pastor, author and humanitarian. Famous for his ""Million Dollar Sermon"" which led Philip Danforth Armour to donate money to found Armour Institute of Technology where Gunsaulus served as president for its first 27 years. Gunsaulus lived in Chicago for 34 years where he was pastor of Plymouth Church (1887–99) and Central Church from 1899 until two years before his death. He was a prominent figure in Chicago's social, educational, and civic improvements. In 1893, he was named first president of Armour Institute of Technology (now Illinois Institute of Technology). His extraordinary energy, masterful oratory skills, and intellectual talents influenced the city's spiritual, educational, cultural, and civic development for decades. Early life 
Frank Wakely Gunsaulus was born in Chesterville, Morrow County, Ohio on January 1, 1856, the son of Joseph and Mary (Hawley) Gunsaulus. He was a descendant of Manuel Gonsalus (Gonzales), a Spaniard and early settler in Sullivan County, New York who lived near Rochester and married into a Dutch family in Kingston, Ulster County. His father, Joseph, was an attorney and notary public in Chesterville who was born on a farm in Cayuga County, New York on April 29, 1825. Frank Gunsaulus' oratorical skills, extraordinary memory and mental agility, impassioned leadership, and his dedication to civic duty, patriotism and democratic ideals can be attributed to the influence of his father.",0
"Frank Wakeley Gunsaulus (January 1, 1856 – January 3, 1926) was an American physician and surgeon who specialized in the treatment of tuberculosis. He was also a noted immunologist and epidemiologist.

Gunsaulus was born in Springfield, Illinois, the son of Nancy (née Wakeley) and Wakeley Gunsaulus. He received his medical training at the University of Illinois at Chicago, where he was a classmate of Albert Einstein. After completing his medical degree in 1880, Gunsaulus worked as an assistant physician at the Chicago City Hospital.

In 1885, Gunsaulus relocated to Berlin, Germany, where he served as the chief physician at the Berlin-Lichterfelde Hospital. He also served as a professor at the University of Berlin Medical School, where he became known for his work on tuberculosis.

In 1897, Gunsaulus returned to the United States and resumed his work as a physician at the Chicago City Hospital. He also served as president of the American Society for Clinical Investigation from 1911 to 1912.

Gunsaulus died in Chicago at the age of 78.",1
"WFBO-LP (97.7 FM, ""Oldies 97.7 The Blizzard"") was a low-power FM radio station in Flagler County, Florida, with their last studio location at 819 North A1A Suite B in Flagler Beach, Florida. The antenna and transmitter were located on and in the Aliki Condo 1601 North Central Ave. and never relocated. This was also the location of the studio when the station first went on air. In 2004, the station relocated to the second floor of Century 21 A1A, 1399 North Oceanshore Blvd., on A1A in Flagler Beach. Then in February 2006, the studio moved to 819 North A1A Suite B in the Prudential Real Estate building in Flagler Beach. Due to the real estate company moving offices, the studio moved to European Village Resort, 101 Palm Harbor Parkway, Palm Coast, in September 2006, before it went back to 819 North A1A Suite B in 2007, till its demise and it relinquished its broadcast license to the Federal Communications Commission in November 2008, in lieu on not having to pay its second fine of $8,000 to the F.C.C. 
The station moved from 93.3 to 97.7 MHz on April 28, 2008, to have a better signal output due to interference from high power stations on 93.3 in Tampa and Jacksonville. The station was licensed to Halifax Christian Community Church Inc. The station also had a webcast on Live 365.com, accessible through the station's website.",0
"WFBO-LP (97.7 FM, ""Oldies 97.7 The Blizzard"") is a radio station licensed to serve the community of East Stroudsburg, Pennsylvania. The station is owned by East Stroudsburg Media Group, LLC.

WFBO-LP broadcasts a classic rock format.

WFBO-LP received its original construction permit from the Federal Communications Commission on December 16, 2004. The station was assigned the WFBO-LP call sign by the FCC on January 22, 2005. WFBO-LP began broadcasting on April 2, 2005.",1
"Edward Buck (October 6, 1814 – July 16, 1876) was an American lawyer and writer. Buck, the fifth son of Gurdon and Susannah (Manwaring) Buck, and a descendant of Gov. Gurdon Saltonstall, of Connecticut, was born in New York City, Oct. 6, 1814.  He graduated from Yale College in 1835.  He studied law in New York, and began practice in that city in 1838. In 1843 he removed to Boston, where he continued actively engaged in his profession until his death. From 1854 his residence was in Andover, Mass., where he died, July 16, 1876, in his 62nd year.  Buck was a frequent writer for the newspapers, and published in 1866 an important volume on Massachusetts Ecclesiastical Law (Boston, 8vo, 316 pp.). As a prominent Christian layman his interest in all educational and philanthropic matters was always intelligent and active.  He married, June 8, 1841, Elizabeth Greene, daughter of Hon. Samuel Hubbard, of Boston, a Justice of the Supreme Court of Massachusetts. She survived him with their two children, a son and a daughter. The son graduated Yale in 1870.",0
"Edward Buck (October 6, 1814 – July 19, 1882) was an American lawyer and politician who served as the 23rd Governor of Missouri from 1871 to 1873. He also served in the United States Senate from March 4, 1863, until his death in 1882.

Buck was born in Chillicothe, Ohio, on October 6, 1814. He attended the common schools and then studied law with John S. Rollins and David Humphreys. He was admitted to the bar in 1839 and commenced practice in Chillicothe.

Buck served as a state senator from Missouri from 1854 to 1861. He served as the 23rd Governor of Missouri from 1871 to 1873. He died in Washington, D.C., on July 19, 1882.",1
"The Cauvery Wildlife Sanctuary is a protected area located in the Mandya, Chamarajanagar and Ramanagar districts of Karnataka, India. The Cauvery River  passes through its midst. An area of  was established as Cauvery Wildlife Sanctuary on 14 January 1987 under Section 18 of the Wildlife Protection Act 1972 with the objective of providing protection, conservation and development of Wildlife and its environment. The sanctuary was expanded to its current area of  in 2013. On its east, it adjoins Dharmapuri forest division of Tamil Nadu state. Geography
The sanctuary, established on 14 January 1987 under Section 18 of the Wildlife Protection Act 1973, is spread over an area of  It lies in an elevation range of  (“Ponnachi Betta” is the highest mountain in the centre of the sanctuary) with its northern and southern boundary delimited by the Cauvery River on the Eastern Ghats, which drains from west to east. Its eastern and northeastern borders are bounded by the Tamil Nadu state. The river forms the interstate boundary between Karnataka and Tamil Nadu states over a river reach of  with dense forests on both banks. The sanctuary is named after the Cauvery River which flows through it over a total length of .",0
"The Cauvery Wildlife Sanctuary is a protected area located in the Nadukota Wildlife Sanctuary and the Coonoor Wildlife Sanctuary, in the Nilgiris District, Tamil Nadu, India. The sanctuary is home to a large population of wild elephants and a large number of bird species.

The Cauvery Wildlife Sanctuary was established in 1982 and covers an area of . The sanctuary is located in the Nilgiris District of Tamil Nadu. It is bordered by the Nadukota Wildlife Sanctuary to the north and the Coonoor Wildlife Sanctuary to the south.

The Cauvery Wildlife Sanctuary is home to a large population of wild elephants. The sanctuary is also home to a large number of bird species, including the double-barred eagle, brown woodpecker, jungle fowl, brahminy kite, golden oriole and blue rock pigeon.",1
"Igumnov House  is a historic house in Moscow, currently used as the residence of the French Ambassador to Russia. The house is located at 43 Bolshaya Yakimanka Street  in the Yakimanka District of Moscow. The building 
It is the oldest building occupied by the French embassy, facing Yakimanka Street (No. 43) - Igumnov House - was built in 18831893 to the design by Nikolay Pozdeyev (1855-1893), and cost the architect his life. Igumnov family acquired the lot in 1851; in 1880 Nikolay Igumnov hired Nikolay Pozdeyev to rebuild the old two-story empire style mansion into a larger residence. Pozdeyev, a graduate of Imperial Academy of Arts, already had five years of practice as the town architect of Yaroslavl, where Igumnov had substantial investments in textile mills. Halfway through the project, in 1888, architect and the client agreed to discard the existing structure altogether and redesign the building from scratch; its dimensions, as built, increased to 45×33 meters. After 13 years of slow progress the building attracted public attention and became a target of numerous art critics, detesting its pseudo-Russian luxury; whether for this reason or due to sheer greed, Igumnov refused to compensate cost overruns to Pozdeyev; the ruined architect committed suicide in October 1893.",0
"Igumnov House  is a historic house in the city of Leningrad, Russia. It was built in 1914-15 by the architect and sculptor Ivan Igumnov, and is considered to be one of the most significant examples of Russian Art Nouveau architecture.

The Igumnov House is located in the city's central Pushkin Square, at the junction of Gogolevsky and Lomonosov Streets. It is a two-storey building with a mansard roof and a symmetrical facade, composed of three sections: an entrance section with a large window, a central section with a smaller window, and a rear section with two windows. The facade is decorated with polychrome carving, including panels depicting stylized flowers and foliage, and a series of statuesque figures representing life's stages: birth, childhood, adolescence and adulthood.

The Igumnov House was declared an architectural monument of federal significance in 1987, and was added to the State Heritage Register of Russia in 1999. It is currently used as a museum housing the Ivan Igumnov Museum.",1
"Submarine Museum  is a museum made out of a decommissioned submarine situated in Klebang, Malacca, Malaysia. The decommissioned submarine is a France-made Agosta class 70 submarine named Quessant (S623), which was used to train the first Royal Malaysian Navy crews from 2005 to 2009. It measures 67.5 meters in length, 11.7 in height and 6.5 meters in width, with a displacement of 1,300 tonnes, and was last used by the Royal Malaysian Navy and French Navy in July 2009, when journey through the Atlantic Ocean was made. On 23 September 2011, Malaysian Ambassador to France Tan Sri Abdul Aziz Zainal signed an agreement for the ownership of the unused submarine with French Defense Minister. The decommissioned submarine was transported by sea by Felda Transport Services Sdn. Bhd. and Jumbo Shipping. It departed from French Naval Base in Brest, France on 9 October 2011. It reached Malaysia on 13 November 2011, and arrived in Klebang on 17 November 2011. The museum was opened to the public on 22 November 2011 for 10 days as a promotional preview. A total of 25,000 visitors flocked into the museum, including the Governor of Malacca Mohd Khalil Yaakob.",0
